(5, 7, 71)
(5, 8, 71)
(5, 9, 71)
(5, 10, 63)
(5, 11, 59)
(5, 12, 57)
(5, 13, 57)
(5, 14, 57)
(5, 15, 57)
(5, 16, 57)
(5, 17, 55)
(5, 18, 55)
(5, 19, 55)
(5, 20, 55)
(5, 21, 54)
(5, 22, 54)
(5, 23, 54)

(6, 0, 74)
(6, 1, 74)
(6, 2, 74)
(6, 3, 74)
(6, 4, 73)
(6, 5, 71)
(6, 6, 71)
(6, 7, 71)
(6, 8, 71)
(6, 9, 71)
(6, 10, 63)
(6, 11, 59)
(6, 12, 57)
(6, 13, 57)
(6, 14, 57)
(6, 15, 57)
(6, 16, 57)
(6, 17, 55)
(6, 18, 55)
(6, 19, 55)
(6, 20, 55)
(6, 21, 54)
(6, 22, 54)
(6, 23, 54)

(7, 0, 84)
(7, 1, 84)
(7, 2, 84)
(7, 3, 84)
(7, 4, 83)
(7, 5, 81)
(7, 6, 81)
(7, 7, 81)
(7, 8, 81)
(7, 9, 81)
(7, 10, 71)
(7, 11, 66)
(7, 12, 64)
(7, 13, 64)
(7, 14, 64)
(7, 15, 64)
(7, 16, 64)
(7, 17, 62)
(7, 18, 62)
(7, 19, 62)
(7, 20, 62)
(7, 21, 61)
(7, 22, 61)
(7, 23, 61)

(8, 0, 108)
(8, 1, 108)
(8, 2, 108)
(8, 3, 108)
(8, 4, 106)
(8, 5, 102)
(8, 6, 102)
(8, 7, 102)
(8, 8, 102)
(8, 9, 102)
(8, 10, 90)
(8, 11, 84)
(8, 12, 82)
(8, 13, 82)
(8, 14, 82)
(8, 15, 82)
(8, 16, 82)
(8, 17, 80)
(8, 18, 80)
(8, 19, 80)
(8, 20, 80)
(8, 21, 78)
(8, 22, 78)
(8, 23, 78)

(9, 0, 125)
(9, 1, 125)
(9, 2, 125)
(9, 3, 125)
(9, 4, 123)
(9, 5, 119)
(9, 6, 119)
(9, 7, 119)
(9, 8, 119)
(9, 9, 119)
(9, 10, 103)
(9, 11, 95)
(9, 12, 93)
(9, 13, 93)
(9, 14, 93)
(9, 15, 93)
(9, 16, 93)
(9, 17, 91)
(9, 18, 91)
(9, 19, 91)
(9, 20, 91)
(9, 21, 89)
(9, 22, 89)
(9, 23, 89)

(10, 0, 130)
(10, 1, 130)
(10, 2, 130)
(10, 3, 130)
(10, 4, 128)
(10, 5, 124)
(10, 6, 124)
(10, 7, 124)
(10, 8, 124)
(10, 9, 124)
(10, 10, 108)
(10, 11, 100)
(10, 12, 98)
(10, 13, 98)
(10, 14, 98)
(10, 15, 98)
(10, 16, 98)
(10, 17, 95)
(10, 18, 95)
(10, 19, 95)
(10, 20, 95)
(10, 21, 93)
(10, 22, 93)
(10, 23, 93)

(11, 0, 130)
(11, 1, 130)
(11, 2, 130)
(11, 3, 130)
(11, 4, 128)
(11, 5, 124)
(11, 6, 124)
(11, 7, 124)
(11, 8, 124)
(11, 9, 124)
(11, 10, 108)
(11, 11, 100)
(11, 12, 98)
(11, 13, 98)
(11, 14, 98)
(11, 15, 98)
(11, 16, 98)
(11, 17, 95)
(11, 18, 95)
(11, 19, 95)
(11, 20, 95)
(11, 21, 93)
(11, 22, 93)
(11, 23, 93)

(12, 0, 163)
(12, 1, 163)
(12, 2, 163)
(12, 3, 163)
(12, 4, 161)
(12, 5, 157)
(12, 6, 157)
(12, 7, 157)
(12, 8, 157)
(12, 9, 157)
(12, 10, 136)
(12, 11, 126)
(12, 12, 124)
(12, 13, 124)
(12, 14, 124)
(12, 15, 124)
(12, 16, 124)
(12, 17, 121)
(12, 18, 121)
(12, 19, 121)
(12, 20, 121)
(12, 21, 119)
(12, 22, 119)
(12, 23, 119)

(13, 0, 223)
(13, 1, 223)
(13, 2, 222)
(13, 3, 222)
(13, 4, 220)
(13, 5, 216)
(13, 6, 214)
(13, 7, 214)
(13, 8, 213)
(13, 9, 212)
(13, 10, 182)
(13, 11, 167)
(13, 12, 165)
(13, 13, 163)
(13, 14, 163)
(13, 15, 163)
(13, 16, 163)
(13, 17, 160)
(13, 18, 159)
(13, 19, 159)
(13, 20, 159)
(13, 21, 157)
(13, 22, 156)
(13, 23, 155)

(14, 0, 253)
(14, 1, 252)
(14, 2, 251)
(14, 3, 251)
(14, 4, 249)
(14, 5, 245)
(14, 6, 243)
(14, 7, 243)
(14, 8, 242)
(14, 9, 241)
(14, 10, 207)
(14, 11, 190)
(14, 12, 188)
(14, 13, 186)
(14, 14, 184)
(14, 15, 184)
(14, 16, 184)
(14, 17, 181)
(14, 18, 180)
(14, 19, 180)
(14, 20, 180)
(14, 21, 178)
(14, 22, 177)
(14, 23, 176)

(15, 0, 257)
(15, 1, 256)
(15, 2, 255)
(15, 3, 255)
(15, 4, 253)
(15, 5, 249)
(15, 6, 247)
(15, 7, 247)
(15, 8, 246)
(15, 9, 245)
(15, 10, 211)
(15, 11, 194)
(15, 12, 192)
(15, 13, 190)
(15, 14, 188)
(15, 15, 188)
(15, 16, 188)
(15, 17, 185)
(15, 18, 184)
(15, 19, 184)
(15, 20, 184)
(15, 21, 182)
(15, 22, 181)
(15, 23, 180)

(16, 0, 277)
(16, 1, 276)
(16, 2, 274)
(16, 3, 274)
(16, 4, 272)
(16, 5, 268)
(16, 6, 265)
(16, 7, 265)
(16, 8, 264)
(16, 9, 263)
(16, 10, 226)
(16, 11, 207)
(16, 12, 205)
(16, 13, 203)
(16, 14, 201)
(16, 15, 201)
(16, 16, 201)
(16, 17, 198)
(16, 18, 197)
(16, 19, 197)
(16, 20, 197)
(16, 21, 195)
(16, 22, 194)
(16, 23, 192)

(17, 0, 307)
(17, 1, 306)
(17, 2, 304)
(17, 3, 304)
(17, 4, 302)
(17, 5, 298)
(17, 6, 293)
(17, 7, 293)
(17, 8, 292)
(17, 9, 290)
(17, 10, 251)
(17, 11, 232)
(17, 12, 230)
(17, 13, 228)
(17, 14, 226)
(17, 15, 226)
(17, 16, 226)
(17, 17, 223)
(17, 18, 222)
(17, 19, 222)
(17, 20, 222)
(17, 21, 220)
(17, 22, 219)
(17, 23, 217)

(18, 0, 371)
(18, 1, 370)
(18, 2, 367)
(18, 3, 367)
(18, 4, 365)
(18, 5, 361)
(18, 6, 355)
(18, 7, 355)
(18, 8, 354)
(18, 9, 352)
(18, 10, 304)
(18, 11, 280)
(18, 12, 278)
(18, 13, 276)
(18, 14, 274)
(18, 15, 274)
(18, 16, 273)
(18, 17, 269)
(18, 18, 268)
(18, 19, 268)
(18, 20, 268)
(18, 21, 266)
(18, 22, 265)
(18, 23, 262)

(19, 0, 399)
(19, 1, 398)
(19, 2, 395)
(19, 3, 395)
(19, 4, 393)
(19, 5, 389)
(19, 6, 383)
(19, 7, 383)
(19, 8, 382)
(19, 9, 380)
(19, 10, 330)
(19, 11, 305)
(19, 12, 303)
(19, 13, 301)
(19, 14, 298)
(19, 15, 298)
(19, 16, 297)
(19, 17, 293)
(19, 18, 292)
(19, 19, 292)
(19, 20, 292)
(19, 21, 290)
(19, 22, 289)
(19, 23, 286)

(20, 0, 421)
(20, 1, 419)
(20, 2, 416)
(20, 3, 416)
(20, 4, 414)
(20, 5, 410)
(20, 6, 404)
(20, 7, 404)
(20, 8, 403)
(20, 9, 401)
(20, 10, 347)
(20, 11, 320)
(20, 12, 318)
(20, 13, 316)
(20, 14, 312)
(20, 15, 312)
(20, 16, 311)
(20, 17, 307)
(20, 18, 306)
(20, 19, 306)
(20, 20, 306)
(20, 21, 304)
(20, 22, 303)
(20, 23, 300)

(21, 0, 467)
(21, 1, 465)
(21, 2, 462)
(21, 3, 461)
(21, 4, 459)
(21, 5, 455)
(21, 6, 449)
(21, 7, 449)
(21, 8, 448)
(21, 9, 446)
(21, 10, 386)
(21, 11, 356)
(21, 12, 354)
(21, 13, 352)
(21, 14, 348)
(21, 15, 348)
(21, 16, 347)
(21, 17, 343)
(21, 18, 342)
(21, 19, 340)
(21, 20, 340)
(21, 21, 338)
(21, 22, 337)
(21, 23, 334)

(22, 0, 520)
(22, 1, 518)
(22, 2, 514)
(22, 3, 513)
(22, 4, 511)
(22, 5, 507)
(22, 6, 499)
(22, 7, 499)
(22, 8, 496)
(22, 9, 494)
(22, 10, 426)
(22, 11, 392)
(22, 12, 390)
(22, 13, 384)
(22, 14, 380)
(22, 15, 378)
(22, 16, 377)
(22, 17, 373)
(22, 18, 370)
(22, 19, 368)
(22, 20, 368)
(22, 21, 366)
(22, 22, 363)
(22, 23, 359)

(23, 0, 525)
(23, 1, 523)
(23, 2, 519)
(23, 3, 518)
(23, 4, 516)
(23, 5, 512)
(23, 6, 504)
(23, 7, 504)
(23, 8, 501)
(23, 9, 499)
(23, 10, 429)
(23, 11, 394)
(23, 12, 392)
(23, 13, 386)
(23, 14, 382)
(23, 15, 380)
(23, 16, 379)
(23, 17, 375)
(23, 18, 372)
(23, 19, 370)
(23, 20, 370)
(23, 21, 368)
(23, 22, 365)
(23, 23, 361)

(24, 0, 534)
(24, 1, 532)
(24, 2, 528)
(24, 3, 527)
(24, 4, 525)
(24, 5, 521)
(24, 6, 513)
(24, 7, 513)
(24, 8, 510)
(24, 9, 508)
(24, 10, 437)
(24, 11, 401)
(24, 12, 399)
(24, 13, 393)
(24, 14, 389)
(24, 15, 387)
(24, 16, 386)
(24, 17, 382)
(24, 18, 379)
(24, 19, 377)
(24, 20, 377)
(24, 21, 375)
(24, 22, 372)
(24, 23, 368)

(25, 0, 568)
(25, 1, 566)
(25, 2, 562)
(25, 3, 561)
(25, 4, 559)
(25, 5, 555)
(25, 6, 547)
(25, 7, 547)
(25, 8, 543)
(25, 9, 541)
(25, 10, 465)
(25, 11, 427)
(25, 12, 425)
(25, 13, 417)
(25, 14, 413)
(25, 15, 411)
(25, 16, 410)
(25, 17, 406)
(25, 18, 402)
(25, 19, 400)
(25, 20, 400)
(25, 21, 398)
(25, 22, 394)
(25, 23, 390)

(26, 0, 586)
(26, 1, 584)
(26, 2, 580)
(26, 3, 579)
(26, 4, 577)
(26, 5, 573)
(26, 6, 565)
(26, 7, 565)
(26, 8, 561)
(26, 9, 559)
(26, 10, 479)
(26, 11, 439)
(26, 12, 437)
(26, 13, 429)
(26, 14, 425)
(26, 15, 423)
(26, 16, 422)
(26, 17, 418)
(26, 18, 414)
(26, 19, 412)
(26, 20, 412)
(26, 21, 410)
(26, 22, 406)
(26, 23, 402)

(27, 0, 596)
(27, 1, 594)
(27, 2, 590)
(27, 3, 589)
(27, 4, 587)
(27, 5, 583)
(27, 6, 575)
(27, 7, 575)
(27, 8, 571)
(27, 9, 569)
(27, 10, 489)
(27, 11, 449)
(27, 12, 447)
(27, 13, 439)
(27, 14, 435)
(27, 15, 433)
(27, 16, 432)
(27, 17, 428)
(27, 18, 424)
(27, 19, 422)
(27, 20, 422)
(27, 21, 420)
(27, 22, 416)
(27, 23, 412)

(28, 0, 618)
(28, 1, 616)
(28, 2, 612)
(28, 3, 611)
(28, 4, 609)
(28, 5, 605)
(28, 6, 597)
(28, 7, 597)
(28, 8, 593)
(28, 9, 591)
(28, 10, 508)
(28, 11, 466)
(28, 12, 464)
(28, 13, 456)
(28, 14, 452)
(28, 15, 449)
(28, 16, 448)
(28, 17, 444)
(28, 18, 440)
(28, 19, 438)
(28, 20, 438)
(28, 21, 436)
(28, 22, 432)
(28, 23, 428)

(29, 0, 638)
(29, 1, 636)
(29, 2, 632)
(29, 3, 631)
(29, 4, 629)
(29, 5, 625)
(29, 6, 617)
(29, 7, 617)
(29, 8, 613)
(29, 9, 611)
(29, 10, 525)
(29, 11, 482)
(29, 12, 480)
(29, 13, 472)
(29, 14, 468)
(29, 15, 464)
(29, 16, 463)
(29, 17, 459)
(29, 18, 455)
(29, 19, 453)
(29, 20, 453)
(29, 21, 451)
(29, 22, 447)
(29, 23, 443)

(30, 0, 648)
(30, 1, 646)
(30, 2, 642)
(30, 3, 641)
(30, 4, 639)
(30, 5, 635)
(30, 6, 627)
(30, 7, 627)
(30, 8, 623)
(30, 9, 621)
(30, 10, 533)
(30, 11, 489)
(30, 12, 487)
(30, 13, 479)
(30, 14, 475)
(30, 15, 471)
(30, 16, 470)
(30, 17, 466)
(30, 18, 462)
(30, 19, 460)
(30, 20, 460)
(30, 21, 458)
(30, 22, 454)
(30, 23, 450)

(31, 0, 648)
(31, 1, 646)
(31, 2, 642)
(31, 3, 641)
(31, 4, 639)
(31, 5, 635)
(31, 6, 627)
(31, 7, 627)
(31, 8, 623)
(31, 9, 621)
(31, 10, 533)
(31, 11, 489)
(31, 12, 487)
(31, 13, 479)
(31, 14, 475)
(31, 15, 471)
(31, 16, 470)
(31, 17, 466)
(31, 18, 462)
(31, 19, 460)
(31, 20, 460)
(31, 21, 458)
(31, 22, 454)
(31, 23, 450)

(32, 0, 648)
(32, 1, 646)
(32, 2, 642)
(32, 3, 641)
(32, 4, 639)
(32, 5, 635)
(32, 6, 627)
(32, 7, 627)
(32, 8, 623)
(32, 9, 621)
(32, 10, 533)
(32, 11, 489)
(32, 12, 487)
(32, 13, 479)
(32, 14, 475)
(32, 15, 471)
(32, 16, 470)
(32, 17, 466)
(32, 18, 462)
(32, 19, 460)
(32, 20, 460)
(32, 21, 458)
(32, 22, 454)
(32, 23, 450)

(33, 0, 652)
(33, 1, 650)
(33, 2, 646)
(33, 3, 645)
(33, 4, 643)
(33, 5, 639)
(33, 6, 631)
(33, 7, 631)
(33, 8, 627)
(33, 9, 625)
(33, 10, 537)
(33, 11, 493)
(33, 12, 491)
(33, 13, 483)
(33, 14, 479)
(33, 15, 475)
(33, 16, 474)
(33, 17, 470)
(33, 18, 466)
(33, 19, 464)
(33, 20, 464)
(33, 21, 462)
(33, 22, 458)
(33, 23, 454)

(34, 0, 654)
(34, 1, 652)
(34, 2, 648)
(34, 3, 647)
(34, 4, 645)
(34, 5, 641)
(34, 6, 633)
(34, 7, 633)
(34, 8, 629)
(34, 9, 627)
(34, 10, 539)
(34, 11, 495)
(34, 12, 493)
(34, 13, 485)
(34, 14, 481)
(34, 15, 477)
(34, 16, 476)
(34, 17, 472)
(34, 18, 468)
(34, 19, 466)
(34, 20, 466)
(34, 21, 464)
(34, 22, 460)
(34, 23, 456)

(35, 0, 670)
(35, 1, 668)
(35, 2, 664)
(35, 3, 663)
(35, 4, 661)
(35, 5, 657)
(35, 6, 649)
(35, 7, 649)
(35, 8, 645)
(35, 9, 643)
(35, 10, 553)
(35, 11, 508)
(35, 12, 506)
(35, 13, 498)
(35, 14, 494)
(35, 15, 490)
(35, 16, 489)
(35, 17, 485)
(35, 18, 481)
(35, 19, 479)
(35, 20, 479)
(35, 21, 477)
(35, 22, 473)
(35, 23, 469)

(36, 0, 670)
(36, 1, 668)
(36, 2, 664)
(36, 3, 663)
(36, 4, 661)
(36, 5, 657)
(36, 6, 649)
(36, 7, 649)
(36, 8, 645)
(36, 9, 643)
(36, 10, 553)
(36, 11, 508)
(36, 12, 506)
(36, 13, 498)
(36, 14, 494)
(36, 15, 490)
(36, 16, 489)
(36, 17, 485)
(36, 18, 481)
(36, 19, 479)
(36, 20, 479)
(36, 21, 477)
(36, 22, 473)
(36, 23, 469)

(37, 0, 679)
(37, 1, 677)
(37, 2, 673)
(37, 3, 672)
(37, 4, 670)
(37, 5, 666)
(37, 6, 658)
(37, 7, 658)
(37, 8, 654)
(37, 9, 652)
(37, 10, 560)
(37, 11, 514)
(37, 12, 512)
(37, 13, 504)
(37, 14, 500)
(37, 15, 496)
(37, 16, 495)
(37, 17, 491)
(37, 18, 487)
(37, 19, 485)
(37, 20, 485)
(37, 21, 483)
(37, 22, 479)
(37, 23, 475)

(38, 0, 696)
(38, 1, 694)
(38, 2, 690)
(38, 3, 689)
(38, 4, 687)
(38, 5, 683)
(38, 6, 675)
(38, 7, 674)
(38, 8, 670)
(38, 9, 668)
(38, 10, 574)
(38, 11, 527)
(38, 12, 525)
(38, 13, 517)
(38, 14, 513)
(38, 15, 509)
(38, 16, 508)
(38, 17, 504)
(38, 18, 500)
(38, 19, 498)
(38, 20, 498)
(38, 21, 496)
(38, 22, 492)
(38, 23, 488)

(39, 0, 720)
(39, 1, 718)
(39, 2, 714)
(39, 3, 713)
(39, 4, 711)
(39, 5, 707)
(39, 6, 699)
(39, 7, 698)
(39, 8, 694)
(39, 9, 692)
(39, 10, 596)
(39, 11, 548)
(39, 12, 546)
(39, 13, 538)
(39, 14, 534)
(39, 15, 530)
(39, 16, 528)
(39, 17, 524)
(39, 18, 520)
(39, 19, 518)
(39, 20, 518)
(39, 21, 516)
(39, 22, 512)
(39, 23, 508)


Betti numbers:
xi_0:
(0, 0, 19)
(3, 0, 17)
(4, 0, 37)
(5, 0, 1)
(7, 0, 10)
(8, 0, 24)
(9, 0, 17)
(10, 0, 5)
(12, 0, 33)
(13, 0, 60)
(14, 0, 30)
(15, 0, 4)
(16, 0, 20)
(17, 0, 30)
(18, 0, 64)
(19, 0, 28)
(20, 0, 22)
(21, 0, 46)
(22, 0, 53)
(23, 0, 5)
(24, 0, 9)
(25, 0, 34)
(26, 0, 18)
(27, 0, 10)
(28, 0, 22)
(29, 0, 20)
(30, 0, 10)
(33, 0, 4)
(34, 0, 2)
(35, 0, 16)
(37, 0, 9)
(38, 0, 17)
(39, 0, 24)
xi_1:
(0, 10, 2)
(0, 11, 1)
(0, 12, 1)
(0, 17, 1)
(3, 10, 1)
(3, 11, 1)
(3, 12, 1)
(3, 17, 1)
(4, 4, 1)
(4, 5, 2)
(4, 10, 5)
(4, 11, 2)
(4, 21, 1)
(7, 10, 2)
(7, 11, 1)
(8, 4, 1)
(8, 5, 2)
(8, 10, 2)
(8, 11, 1)
(8, 21, 1)
(9, 10, 4)
(9, 11, 2)
(10, 17, 1)
(12, 10, 5)
(12, 11, 2)
(13, 2, 1)
(13, 6, 2)
(13, 8, 1)
(13, 9, 1)
(13, 10, 9)
(13, 11, 5)
(13, 13, 2)
(13, 18, 1)
(13, 22, 1)
(13, 23, 1)
(14, 1, 1)
(14, 10, 4)
(14, 11, 2)
(14, 14, 2)
(16, 2, 1)
(16, 6, 1)
(16, 10, 3)
(16, 11, 2)
(16, 23, 1)
(17, 6, 2)
(17, 9, 1)
(17, 10, 2)
(18, 2, 1)
(18, 6, 1)
(18, 10, 9)
(18, 11, 5)
(18, 16, 1)
(18, 17, 1)
(18, 23, 1)
(19, 10, 2)
(19, 11, 1)
(19, 14, 1)
(20, 1, 1)
(20, 10, 4)
(20, 11, 2)
(20, 14, 1)
(21, 3, 1)
(21, 10, 6)
(21, 11, 3)
(21, 19, 2)
(22, 2, 1)
(22, 6, 2)
(22, 8, 2)
(22, 10, 8)
(22, 11, 4)
(22, 13, 4)
(22, 15, 2)
(22, 18, 2)
(22, 22, 2)
(22, 23, 1)
(23, 10, 2)
(23, 11, 1)
(24, 10, 1)
(24, 11, 1)
(25, 8, 1)
(25, 10, 5)
(25, 11, 2)
(25, 13, 2)
(25, 18, 1)
(25, 22, 1)
(26, 10, 4)
(26, 11, 2)
(28, 10, 3)
(28, 11, 2)
(28, 15, 1)
(29, 10, 3)
(29, 11, 1)
(29, 15, 1)
(30, 10, 2)
(30, 11, 1)
(35, 10, 2)
(35, 11, 1)
(37, 10, 2)
(37, 11, 1)
(38, 7, 1)
(38, 10, 2)
(38, 11, 1)
(39, 10, 2)
(39, 11, 1)
(39, 16, 1)
xi_2:
